Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,,,Predicted Price
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:00,8h 25m,1 stop,No info,,,1.10E+04
IndiGo,21/04/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 22 Apr,2h 50m,non-stop,No info,,,3.79E+03
SpiceJet,12/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,,,3.59E+03
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,,,1.17E+04
IndiGo,15/04/2019,Delhi,Cochin,DEL ? MAA ? COK,02:00,07:25,5h 25m,1 stop,No info,,,6.56E+03
IndiGo,21/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,15:10,20:50,5h 40m,1 stop,No info,,,6.41E+03
IndiGo,21/05/2019,Banglore,Delhi,BLR ? DEL,23:30,02:20 22 May,2h 50m,non-stop,No info,,,4.40E+03
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,04:25 22 Mar,10h,2 stops,No info,,,8.50E+03
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,,,1.33E+04
Jet Airways,6/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,In-flight meal not included,,,6.92E+03
Air India,06/03/2019,Banglore,New Delhi,BLR ? BOM ? UDR ? DEL,06:45,16:30 07 Mar,33h 45m,2 stops,No info,,,1.38E+04
SpiceJet,6/05/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 07 May,2h 55m,non-stop,No info,,,3.71E+03
IndiGo,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,01:30 25 Jun,10h 30m,1 stop,No info,,,6.06E+03
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,No info,,,1.12E+04
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,19:10,12h 10m,1 stop,1 Long layover,,,2.73E+04
SpiceJet,1/06/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,,,3.70E+03
Air India,21/03/2019,Banglore,New Delhi,BLR ? BBI ? DEL,09:30,16:20,6h 50m,1 stop,No info,,,7.54E+03
Vistara,18/06/2019,Banglore,Delhi,BLR ? DEL,19:30,22:15,2h 45m,non-stop,No info,,,4.99E+03
IndiGo,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,,,1.12E+04
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,,,1.44E+04
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,19:50,13h 20m,1 stop,No info,,,1.35E+04
IndiGo,6/03/2019,Delhi,Cochin,DEL ? MAA ? COK,07:20,12:30,5h 10m,1 stop,No info,,,1.19E+04
Jet Airways,3/05/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,No info,,,5.50E+03
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,04:25 13 Jun,8h 25m,2 stops,No info,,,1.34E+04
Vistara,9/04/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,,,5.56E+03
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,19:10 02 Apr,22h 45m,1 stop,No info,,,1.07E+04
Air India,6/03/2019,Mumbai,Hyderabad,BOM ? VGA ? TIR ? HYD,08:00,18:10,10h 10m,2 stops,No info,,,1.24E+04
IndiGo,18/05/2019,Banglore,Delhi,BLR ? DEL,06:05,08:50,2h 45m,non-stop,No info,,,4.53E+03
Jet Airways,9/03/2019,Delhi,Cochin,DEL ? DED ? BOM ? COK,16:50,04:25 11 Mar,35h 35m,2 stops,In-flight meal not included,,,1.80E+04
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,18:25,11h 25m,1 stop,In-flight meal not included,,,8.05E+03
Vistara,24/06/2019,Banglore,Delhi,BLR ? DEL,19:30,22:15,2h 45m,non-stop,No info,,,5.29E+03
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:00,9h 45m,1 stop,No info,,,9.90E+03
IndiGo,3/04/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,,,4.21E+03
Air India,9/05/2019,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,1h 20m,non-stop,No info,,,3.40E+03
Air India,12/06/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,05:25 13 Jun,22h 25m,2 stops,No info,,,1.29E+04
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,11h 45m,1 stop,No info,,,7.71E+03
IndiGo,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,non-stop,No info,,,3.35E+03
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 19 May,18h 45m,2 stops,No info,,,1.40E+04
Air India,6/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,,,6.14E+03
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,09:20 10 Jun,13h 20m,1 stop,No info,,,1.21E+04
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,08:15 10 May,12h 15m,1 stop,No info,,,9.62E+03
IndiGo,15/06/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,,,5.14E+03
IndiGo,24/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:30 25 May,9h 30m,1 stop,No info,,,7.09E+03
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,22:50,23:00 16 Mar,24h 10m,1 stop,In-flight meal not included,,,1.29E+04
IndiGo,6/04/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:05,4h 50m,1 stop,No info,,,4.57E+03
Vistara,15/03/2019,Banglore,New Delhi,BLR ? AMD ? DEL,06:40,21:55,15h 15m,1 stop,No info,,,7.11E+03
Air Asia,15/04/2019,Banglore,Delhi,BLR ? DEL,04:55,07:45,2h 50m,non-stop,No info,,,4.39E+03
Air India,1/04/2019,Kolkata,Banglore,CCU ? DEL ? VGA ? BLR,10:00,10:00 02 Apr,24h,2 stops,No info,,,1.26E+04
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,19:10 13 May,26h 10m,1 stop,No info,,,1.17E+04
IndiGo,15/06/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 16 Jun,2h 50m,non-stop,No info,,,3.66E+03
Jet Airways,15/06/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,No info,,,7.50E+03
Air Asia,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,23:30,15h 55m,1 stop,No info,,,5.21E+03
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,18:50,11h 50m,1 stop,No info,,,1.11E+04
IndiGo,3/06/2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,,,4.12E+03
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,21:00,9h 20m,1 stop,No info,,,1.54E+04
Vistara,27/03/2019,Delhi,Cochin,DEL ? COK,14:55,17:50,2h 55m,non-stop,No info,,,5.48E+03
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,,,6.58E+03
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:00,01:30 28 Jun,8h 30m,1 stop,No info,,,7.22E+03
Vistara,24/03/2019,Banglore,New Delhi,BLR ? DEL,09:50,12:35,2h 45m,non-stop,No info,,,5.75E+03
Air India,24/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,11:10 25 May,23h 10m,2 stops,No info,,,1.06E+04
IndiGo,21/06/2019,Banglore,Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,,,3.95E+03
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,11:45,12:35 25 Jun,24h 50m,2 stops,No info,,,1.36E+04
IndiGo,9/04/2019,Banglore,Delhi,BLR ? DEL,00:30,03:25,2h 55m,non-stop,No info,,,4.07E+03
GoAir,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,12:55,5h 55m,1 stop,No info,,,5.51E+03
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,07:40 07 Mar,14h 45m,1 stop,No info,,,1.62E+04
Multiple carriers,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:00,19:45,15h 45m,1 stop,No info,,,1.32E+04
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:00,9h 45m,1 stop,No info,,,1.16E+04
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,16:20,7h 55m,1 stop,No info,,,1.04E+04
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,19:15,6h 25m,1 stop,No info,,,8.14E+03
Air India,21/06/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,,,4.28E+03
Jet Airways,1/06/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,,,7.13E+03
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 10 May,22h 55m,2 stops,No info,,,1.36E+04
Air India,27/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,08:15 28 Jun,14h 35m,1 stop,No info,,,7.39E+03
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 02 May,13h 20m,1 stop,In-flight meal not included,,,1.17E+04
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,18:25,6h 45m,1 stop,In-flight meal not included,,,8.10E+03
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,04:40 22 May,22h 10m,1 stop,No info,,,9.24E+03
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,12:00 22 May,21h 55m,1 stop,In-flight meal not included,,,1.21E+04
Air India,6/03/2019,Mumbai,Hyderabad,BOM ? BLR ? HYD,16:40,09:15 07 Mar,16h 35m,1 stop,No info,,,1.21E+04
Vistara,21/05/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,,,5.26E+03
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,09:20 02 Apr,13h 20m,1 stop,In-flight meal not included,,,1.06E+04
Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,No info,,,4.39E+03
SpiceJet,12/06/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 13 Jun,2h 55m,non-stop,No check-in baggage included,,,4.41E+03
Air India,9/03/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,06:50,19:15 10 Mar,36h 25m,2 stops,No info,,,1.39E+04
Air India,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,2 stops,No info,,,9.53E+03
IndiGo,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,,,5.30E+03
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,19:00,14h 5m,1 stop,No info,,,1.14E+04
Air Asia,24/03/2019,Kolkata,Banglore,CCU ? BBI ? BLR,07:45,11:30,3h 45m,1 stop,No info,,,5.94E+03
SpiceJet,3/03/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:10 04 Mar,1h 25m,non-stop,No info,,,4.27E+03
IndiGo,15/04/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,,,5.88E+03
Jet Airways,9/05/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,,,6.26E+03
Air India,3/06/2019,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,,,4.98E+03
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,12:00 10 May,19h 30m,1 stop,In-flight meal not included,,,1.10E+04
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,,,1.23E+04
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,11h 45m,1 stop,No info,,,8.09E+03
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,13:20,6h 20m,1 stop,No info,,,1.59E+04
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,12:35 13 Jun,26h 35m,1 stop,In-flight meal not included,,,1.03E+04
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,21:00,14h,1 stop,No info,,,7.89E+03
Air India,15/05/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,19:15 16 May,26h,2 stops,No info,,,1.29E+04
Jet Airways,3/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,In-flight meal not included,,,6.11E+03
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,19:00 10 May,20h 10m,1 stop,No info,,,1.25E+04
Air Asia,1/06/2019,Kolkata,Banglore,CCU ? BLR,19:55,22:25,2h 30m,non-stop,No info,,,4.73E+03
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,In-flight meal not included,,,1.26E+04
Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,18:50,8h 30m,1 stop,No info,,,1.53E+04
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,19:15,14h 20m,1 stop,No info,,,7.66E+03
GoAir,24/03/2019,Banglore,New Delhi,BLR ? DEL,20:55,23:50,2h 55m,non-stop,No info,,,7.13E+03
Air Asia,6/05/2019,Kolkata,Banglore,CCU ? BLR,22:50,01:20 07 May,2h 30m,non-stop,No info,,,3.98E+03
IndiGo,1/05/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,,,5.73E+03
IndiGo,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,22:30,15h 40m,1 stop,No info,,,6.50E+03
IndiGo,9/06/2019,Delhi,Cochin,DEL ? HYD ? COK,11:55,22:30,10h 35m,1 stop,No info,,,6.60E+03
SpiceJet,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,,,2.29E+03
Air India,18/05/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,,,5.25E+03
SpiceJet,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,,,2.02E+03
IndiGo,3/06/2019,Delhi,Cochin,DEL ? COK,21:05,00:20 04 Jun,3h 15m,non-stop,No info,,,6.07E+03
SpiceJet,1/04/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 02 Apr,1h 30m,non-stop,No info,,,1.88E+03
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,17:45,01:35 22 Mar,7h 50m,1 stop,No info,,,1.13E+04
IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,2h 50m,non-stop,No info,,,4.81E+03
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,19:00 28 Jun,19h 55m,2 stops,No info,,,1.12E+04
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,18:50,12h 50m,1 stop,No info,,,1.53E+04
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,12:00 13 Jun,21h 55m,1 stop,No info,,,1.12E+04
IndiGo,03/03/2019,Banglore,New Delhi,BLR ? DEL,18:55,21:45,2h 50m,non-stop,No info,,,8.76E+03
Vistara,9/06/2019,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,,,6.21E+03
IndiGo,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,non-stop,No info,,,3.55E+03
SpiceJet,12/06/2019,Kolkata,Banglore,CCU ? IXB ? BLR,11:15,18:30,7h 15m,1 stop,No info,,,1.03E+04
IndiGo,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,01:35 04 Mar,14h 5m,1 stop,No info,,,1.44E+04
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:15,12h 10m,1 stop,No info,,,1.51E+04
Vistara,9/05/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,,,4.67E+03
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,08:30,11:30,3h,non-stop,No info,,,6.52E+03
IndiGo,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,15:35,5h,1 stop,No info,,,5.96E+03
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:15,01:30 02 Jun,10h 15m,1 stop,No info,,,7.56E+03
IndiGo,1/04/2019,Banglore,Delhi,BLR ? DEL,23:30,02:20 02 Apr,2h 50m,non-stop,No info,,,4.62E+03
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:15,10h,1 stop,No info,,,8.54E+03
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,18:15 13 Jun,22h 15m,1 stop,In-flight meal not included,,,1.07E+04
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:45,01:30 16 May,7h 45m,1 stop,No info,,,7.98E+03
Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,No info,,,5.57E+03
IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:30 02 Jun,9h 30m,1 stop,No info,,,6.80E+03
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,09:20 02 Apr,16h 50m,1 stop,In-flight meal not included,,,8.60E+03
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,18:50,11h 45m,1 stop,In-flight meal not included,,,1.15E+04
Jet Airways,9/04/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,19:00 10 Apr,21h 35m,2 stops,No info,,,1.03E+04
Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,,,7.40E+03
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,04:25 07 Jun,10h 10m,1 stop,No info,,,1.10E+04
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,15:05,01:30 28 May,10h 25m,2 stops,No info,,,1.68E+04
Jet Airways,6/04/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,,,6.94E+03
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,,,1.15E+04
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,19:00 02 Jun,22h 5m,1 stop,No info,,,1.41E+04
Jet Airways,9/06/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,No info,,,7.23E+03
Air India,18/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,23:15,17h 25m,2 stops,No info,,,1.29E+04
Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? IXC ? DEL,06:45,13:55 13 Mar,31h 10m,2 stops,No info,,,1.27E+04
Jet Airways,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,23:05,04:25 04 Mar,5h 20m,1 stop,No info,,,1.59E+04
Air India,9/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,11:10 10 May,23h 10m,2 stops,No info,,,1.05E+04
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,18:00 02 May,21h 35m,1 stop,No info,,,9.81E+03
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,12:35 25 Jun,17h 25m,2 stops,No info,,,1.29E+04
Air India,6/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 07 Mar,23h 40m,2 stops,No info,,,1.34E+04
SpiceJet,18/03/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:45,2h 30m,non-stop,No info,,,3.97E+03
Air India,01/03/2019,Banglore,New Delhi,BLR ? BBI ? DEL,09:30,16:20,6h 50m,1 stop,No info,,,1.87E+04
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,04:45 25 Mar,7h 35m,1 stop,In-flight meal not included,,,1.32E+04
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,09:00 16 Mar,24h 5m,1 stop,In-flight meal not included,,,1.07E+04
Jet Airways,6/06/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,,,7.18E+03
Air India,9/04/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,,,6.66E+03
IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,21:00,14h 20m,1 stop,No info,,,6.60E+03
Air Asia,27/05/2019,Kolkata,Banglore,CCU ? BLR,19:55,22:25,2h 30m,non-stop,No info,,,4.27E+03
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,,,1.13E+04
Air India,1/04/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,15:05 02 Apr,22h 15m,2 stops,No info,,,9.74E+03
Vistara,12/04/2019,Banglore,Delhi,BLR ? DEL,19:30,22:15,2h 45m,non-stop,No info,,,5.56E+03
SpiceJet,6/05/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No info,,,3.85E+03
Air India,9/03/2019,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,,,7.44E+03
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,,,1.42E+04
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:40,10:25 19 Mar,15h 45m,1 stop,In-flight meal not included,,,7.98E+03
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,09:45,15:55,6h 10m,1 stop,No info,,,1.90E+04
Air India,6/05/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,05:25 07 May,22h 25m,2 stops,No info,,,1.45E+04
Air India,27/04/2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,,,6.14E+03
IndiGo,01/03/2019,Banglore,New Delhi,BLR ? STV ? DEL,11:20,15:25,4h 5m,1 stop,No info,,,9.47E+03
IndiGo,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:25,01:30 16 Jun,5h 5m,1 stop,No info,,,5.49E+03
IndiGo,18/06/2019,Kolkata,Banglore,CCU ? BLR,15:30,18:05,2h 35m,non-stop,No info,,,4.79E+03
IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,,,8.09E+03
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:30 19 May,15h 30m,1 stop,In-flight meal not included,,,8.20E+03
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,19:00,5h,1 stop,In-flight meal not included,,,1.37E+04
Jet Airways,6/06/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,,,7.27E+03
Air India,24/06/2019,Delhi,Cochin,DEL ? MAA ? COK,09:45,09:25 25 Jun,23h 40m,1 stop,No info,,,7.54E+03
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,12:35,6h 35m,1 stop,No info,,,1.20E+04
Air India,6/04/2019,Delhi,Cochin,DEL ? MAA ? COK,09:45,09:25 07 Apr,23h 40m,1 stop,No info,,,5.21E+03
Jet Airways,6/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,04:25 08 Mar,33h 15m,2 stops,No info,,,1.86E+04
IndiGo,3/04/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 04 Apr,2h 35m,non-stop,No info,,,4.18E+03
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,01:30 22 May,11h 30m,1 stop,No info,,,1.36E+04
Jet Airways,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,,,5.09E+03
IndiGo,12/05/2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,2h 50m,non-stop,No info,,,4.87E+03
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,19:00 16 Jun,23h,2 stops,No info,,,1.43E+04
SpiceJet,18/06/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 19 Jun,2h 20m,non-stop,No info,,,3.85E+03
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,09:20 13 May,24h 55m,1 stop,No info,,,1.02E+04
Air India,9/05/2019,Banglore,Delhi,BLR ? DEL,06:10,08:55,2h 45m,non-stop,No info,,,5.81E+03
Air India,6/06/2019,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,,,4.72E+03
Air India,9/06/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,05:25 10 Jun,19h 25m,2 stops,No info,,,1.28E+04
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,13:15,5h 15m,1 stop,In-flight meal not included,,,8.05E+03
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,,,8.44E+03
Multiple carriers,9/04/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,,,1.03E+04
IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:45,15:30,4h 45m,1 stop,No info,,,5.74E+03
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:15,12h 35m,1 stop,No info,,,7.74E+03
Air India,15/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,08:15,18:40,10h 25m,1 stop,No info,,,7.44E+03
Air India,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,03:50,19:15,15h 25m,1 stop,No info,,,8.65E+03
